"siteId","reportStartDateTime","reportEndDateTime","collectionName","isPublic","isLatestVersion","observationType","softwareType","windDirection","relativeHumidity","windSpeed_MilePerHour","windSpeed_MetrePerSecond","dryBulbTemperature_Fahrenheit","dryBulbTemperature_Celsius","wetBulbTemperature_Fahrenheit","wetBulbTemperature_Celsius","rainfallAmount_Inch","rainfallAmount_Millimetre","rainfallRate_InchPerHour","rainfallRate_MillimetrePerHour","airPressure_InchOfMercury","airPressure_Hectopascal","dewPointTemperature_Fahrenheit","dewPointTemperature_Celsius","isOfficial","isDcnn","longitude","latitude","height","id","localReportEndDateTime","externalSiteId","createdDateTime","version","externalId"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T19:00:00+00:00","2024-10-02T19:00:00+00:00","1","true","true","1","WeatherLink","84","84","0.5","0.22351962949386214","52","11.11111111111111","49.3","9.611111111111109","0","0","0","0","29.993","1015.6796527699998","47.3","8.499999999999998","false","false","-8.8545","53.5244","45","20241002uksnmdcy6ye69kyhyyguw31uhh","2024-10-02T19:00:00+00:00","1000013318","2024-10-02T19:00:38.6317128+00:00","1","12577724769"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T19:15:00+00:00","2024-10-02T19:15:00+00:00","1","true","true","1","WeatherLink","339","85.2","0.5","0.22351962949386214","51.5","10.833333333333334","49","9.444444444444445","0","0","0","0","29.994","1015.71351666","47.2","8.444444444444446","false","false","-8.8545","53.5244","45","20241002w5ojqjcy6ee69kyhyytrtenn4a","2024-10-02T19:15:00+00:00","1000013318","2024-10-02T19:15:23.4296927+00:00","1","12577739368"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T19:30:00+00:00","2024-10-02T19:30:00+00:00","1","true","true","1","WeatherLink","348","85.8","0.37","0.16540452582545798","51","10.555555555555555","48.6","9.222222222222223","0","0","0","0","29.992","1015.6457888799999","46.9","8.277777777777777","false","false","-8.8545","53.5244","45","20241002317kqiry6oe69kyhyyguw31uhh","2024-10-02T19:30:00+00:00","1000013318","2024-10-02T19:30:38.0997466+00:00","1","12577754175"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T19:45:00+00:00","2024-10-02T19:45:00+00:00","1","true","true","1","WeatherLink","339","86.4","2.06","0.9209008735147121","50.5","10.277777777777777","48.3","9.055555555555554","0","0","0","0","29.995","1015.74738055","46.6","8.111111111111112","false","false","-8.8545","53.5244","45","202410025d687mry6ae69kyhyytrtenn4a","2024-10-02T19:45:00+00:00","1000013318","2024-10-02T19:45:25.9699635+00:00","1","12577768206"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T20:00:00+00:00","2024-10-02T20:00:00+00:00","1","true","true","1","WeatherLink","110","87","0.75","0.3352794442407932","50.4","10.222222222222221","48.3","9.055555555555554","0","0","0","0","30.001","1015.95056389","46.7","8.166666666666668","false","false","-8.8545","53.5244","45","202410029awap8hy9ye69kyhyyguw31uhh","2024-10-02T20:00:00+00:00","1000013318","2024-10-02T20:00:41.1779074+00:00","1","12577783107"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T20:15:00+00:00","2024-10-02T20:15:00+00:00","1","true","true","1","WeatherLink","286","87.3","1","0.4470392589877243","50.1","10.055555555555555","48.1","8.944444444444445","0","0","0","0","30.003","1016.0182916699999","46.5","8.055555555555555","false","false","-8.8545","53.5244","45","20241002beacu7hy9ce69kyhyyguw31uhh","2024-10-02T20:15:00+00:00","1000013318","2024-10-02T20:15:23.7110322+00:00","1","12577797963"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T20:30:00+00:00","2024-10-02T20:30:00+00:00","1","true","true","1","WeatherLink","40","87.5","1.18","0.5275063256055146","49.9","9.944444444444443","47.9","8.833333333333332","0","0","0","0","30.005","1016.0860194499999","46.3","7.944444444444443","false","false","-8.8545","53.5244","45","20241002ffx3pary9we69kyhyyguw31uhh","2024-10-02T20:30:00+00:00","1000013318","2024-10-02T20:30:32.8955508+00:00","1","12577812913"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T20:45:00+00:00","2024-10-02T20:45:00+00:00","1","true","true","1","WeatherLink","357","88.1","3.5","1.564637406457035","49.8","9.888888888888888","47.9","8.833333333333332","0","0","0","0","30.006","1016.1198833399999","46.4","7.999999999999999","false","false","-8.8545","53.5244","45","202410028w183ahy9he69kyhyyguw31uhh","2024-10-02T20:45:00+00:00","1000013318","2024-10-02T20:45:25.415504+00:00","1","12577827205"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T21:00:00+00:00","2024-10-02T21:00:00+00:00","1","true","true","1","WeatherLink","344","88.3","0.93","0.4157465108585836","50.6","10.333333333333334","48.7","9.277777777777779","0","0","0","0","30.008","1016.1876111199999","47.3","8.499999999999998","false","false","-8.8545","53.5244","45","20241002mw8xzhhbyre69kyhyytrtenn4a","2024-10-02T21:00:00+00:00","1000013318","2024-10-02T21:00:40.4395274+00:00","1","12577842061"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T21:15:00+00:00","2024-10-02T21:15:00+00:00","1","true","true","1","WeatherLink","32","87.6","1.62","0.7242035995601134","51.3","10.72222222222222","49.2","9.555555555555557","0","0","0","0","30.014","1016.3907944599999","47.7","8.722222222222223","false","false","-8.8545","53.5244","45","20241002pri3tycbyce69kyhyytrtenn4a","2024-10-02T21:15:00+00:00","1000013318","2024-10-02T21:15:21.8313013+00:00","1","12577856619"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T21:30:00+00:00","2024-10-02T21:30:00+00:00","1","true","true","1","WeatherLink","308","87.3","1.93","0.8627857698463078","51.8","10.999999999999998","49.6","9.777777777777779","0","0","0","0","30.012","1016.3230666799999","48.1","8.944444444444445","false","false","-8.8545","53.5244","45","20241002tfpfh9rbywe69kyhyytrtenn4a","2024-10-02T21:30:00+00:00","1000013318","2024-10-02T21:30:32.6621143+00:00","1","12577871460"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T21:45:00+00:00","2024-10-02T21:45:00+00:00","1","true","true","1","WeatherLink","337","86.6","1.87","0.8359634143070445","52.2","11.222222222222223","49.9","9.944444444444443","0","0","0","0","30.015","1016.42465835","48.3","9.055555555555554","false","false","-8.8545","53.5244","45","20241002um94tzrbyhe69kyhyyguw31uhh","2024-10-02T21:45:00+00:00","1000013318","2024-10-02T21:45:16.7913167+00:00","1","12577885493"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T22:00:00+00:00","2024-10-02T22:00:00+00:00","1","true","true","1","WeatherLink","345","86.4","2","0.8940785179754486","52","11.11111111111111","49.7","9.833333333333334","0","0","0","0","30.013","1016.35693057","48.1","8.944444444444445","false","false","-8.8545","53.5244","45","20241002ztcuouwbbre69kyhyytrtenn4a","2024-10-02T22:00:00+00:00","1000013318","2024-10-02T22:00:33.3771431+00:00","1","12577900312"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T22:15:00+00:00","2024-10-02T22:15:00+00:00","1","true","true","1","WeatherLink","311","86.7","1.56","0.6973812440208499","51.8","10.999999999999998","49.6","9.777777777777779","0","0","0","0","30.01","1016.2553389","48","8.88888888888889","false","false","-8.8545","53.5244","45","20241002339kfmcbbce69kyhyyguw31uhh","2024-10-02T22:15:00+00:00","1000013318","2024-10-02T22:15:23.8460539+00:00","1","12577915048"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T22:30:00+00:00","2024-10-02T22:30:00+00:00","1","true","true","1","WeatherLink","46","87.2","0.93","0.4157465108585836","51.5","10.833333333333334","49.4","9.666666666666666","0","0","0","0","30.012","1016.3230666799999","47.8","8.777777777777777","false","false","-8.8545","53.5244","45","202410027d9fqecbbwe69kyhyyguw31uhh","2024-10-02T22:30:00+00:00","1000013318","2024-10-02T22:30:28.9534686+00:00","1","12577929608"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T22:45:00+00:00","2024-10-02T22:45:00+00:00","1","true","true","1","WeatherLink","49","87.4","0.18","0.08046706661779036","51.2","10.666666666666668","49.1","9.5","0","0","0","0","30.012","1016.3230666799999","47.6","8.666666666666668","false","false","-8.8545","53.5244","45","202410029umieerbbhe69kyhyyguw31uhh","2024-10-02T22:45:00+00:00","1000013318","2024-10-02T22:45:19.026919+00:00","1","12577943870"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T23:00:00+00:00","2024-10-02T23:00:00+00:00","1","true","true","1","WeatherLink","284","88.2","0.18","0.08046706661779036","50.5","10.277777777777777","48.6","9.222222222222223","0","0","0","0","30.01","1016.2553389","47.1","8.38888888888889","false","false","-8.8545","53.5244","45","20241002dugzfwhbnee69kyhyytrtenn4a","2024-10-02T23:00:00+00:00","1000013318","2024-10-02T23:00:35.0802532+00:00","1","12577958871"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T23:15:00+00:00","2024-10-02T23:15:00+00:00","1","true","true","1","WeatherLink","16","89","0.37","0.16540452582545798","50","10","48.2","9.000000000000002","0","0","0","0","30.007","1016.15374723","46.9","8.277777777777777","false","false","-8.8545","53.5244","45","20241002gbmbewrbnoe69kyhyytrtenn4a","2024-10-02T23:15:00+00:00","1000013318","2024-10-02T23:15:27.2208559+00:00","1","12577973717"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T23:30:00+00:00","2024-10-02T23:30:00+00:00","1","true","true","1","WeatherLink","336","89.5","1.43","0.6392661403524457","49.6","9.777777777777779","47.9","8.833333333333332","0","0","0","0","30.005","1016.0860194499999","46.6","8.111111111111112","false","false","-8.8545","53.5244","45","20241002knanorcbnae69kyhyytrtenn4a","2024-10-02T23:30:00+00:00","1000013318","2024-10-02T23:30:35.4760608+00:00","1","12577988222"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-02T23:45:00+00:00","2024-10-02T23:45:00+00:00","1","true","true","1","WeatherLink","304","90.2","1.5","0.6705588884815864","49.1","9.5","47.6","8.666666666666668","0","0","0","0","30","1015.9167","46.4","7.999999999999999","false","false","-8.8545","53.5244","45","20241002cfx6t5wbdye69kyhyyguw31uhh","2024-10-02T23:45:00+00:00","1000013318","2024-10-02T23:45:25.5743151+00:00","1","12578002285"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T00:00:00+00:00","2024-10-03T00:00:00+00:00","1","true","true","1","WeatherLink","322","90.7","1","0.4470392589877243","48.6","9.222222222222223","47.2","8.444444444444446","0","0","0","0","29.99","1015.5780610999999","46","7.777777777777778","false","false","-8.8545","53.5244","45","20241003xe6ibrrbdee69kyhyyguw31uhh","2024-10-03T00:00:00+00:00","1000013318","2024-10-03T00:00:29.9248644+00:00","1","12578016771"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T00:15:00+00:00","2024-10-03T00:15:00+00:00","1","true","true","1","WeatherLink","55","91.4","0.18","0.08046706661779036","48.5","9.166666666666666","47.2","8.444444444444446","0","0","0","0","29.991","1015.6119249899999","46.1","7.833333333333334","false","false","-8.8545","53.5244","45","202410031jwobawbdoe69kyhyyguw31uhh","2024-10-03T00:15:00+00:00","1000013318","2024-10-03T00:15:20.9541017+00:00","1","12578031795"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T00:30:00+00:00","2024-10-03T00:30:00+00:00","1","true","true","1","WeatherLink","0","92","0","0","49","9.444444444444445","47.8","8.777777777777777","0","0","0","0","29.989","1015.54419721","46.8","8.22222222222222","false","false","-8.8545","53.5244","45","20241003sz5iperbdae69kyhyytrtenn4a","2024-10-03T00:30:00+00:00","1000013318","2024-10-03T00:30:43.3819273+00:00","1","12578046964"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T00:45:00+00:00","2024-10-03T00:45:00+00:00","1","true","true","1","WeatherLink","297","91.9","1.37","0.6124437848131823","49.2","9.555555555555557","47.9","8.833333333333332","0","0","0","0","29.991","1015.6119249899999","46.9","8.277777777777777","false","false","-8.8545","53.5244","45","20241003azi9zihbrye69kyhyyguw31uhh","2024-10-03T00:45:00+00:00","1000013318","2024-10-03T00:45:25.2069638+00:00","1","12578060591"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T01:00:00+00:00","2024-10-03T01:00:00+00:00","1","true","true","1","WeatherLink","296","91.6","2.87","1.2830026732947688","49.7","9.833333333333334","48.4","9.11111111111111","0","0","0","0","29.992","1015.6457888799999","47.4","8.555555555555555","false","false","-8.8545","53.5244","45","202410037c5ocywbree69kyhyyguw31uhh","2024-10-03T01:00:00+00:00","1000013318","2024-10-03T01:00:49.6273111+00:00","1","12578075958"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T01:15:00+00:00","2024-10-03T01:15:00+00:00","1","true","true","1","WeatherLink","62","91","1.43","0.6392661403524457","49.8","9.888888888888888","48.4","9.11111111111111","0","0","0","0","29.99","1015.5780610999999","47.3","8.499999999999998","false","false","-8.8545","53.5244","45","2024100365oqg6wbroe69kyhyytrtenn4a","2024-10-03T01:15:00+00:00","1000013318","2024-10-03T01:15:24.2826472+00:00","1","12578090064"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T01:30:00+00:00","2024-10-03T01:30:00+00:00","1","true","true","1","WeatherLink","63","91.1","3.31","1.4796999472493673","49.5","9.722222222222221","48.1","8.944444444444445","0","0","0","0","29.984","1015.37487776","47","8.333333333333334","false","false","-8.8545","53.5244","45","20241003buf8q3rbrhe69kyhyyguw31uhh","2024-10-03T01:30:00+00:00","1000013318","2024-10-03T01:30:27.1641535+00:00","1","12578104518"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T01:45:00+00:00","2024-10-03T01:45:00+00:00","1","true","true","1","WeatherLink","275","91.3","0.75","0.3352794442407932","49.1","9.5","47.8","8.777777777777777","0","0","0","0","29.981","1015.2732860899999","46.7","8.166666666666668","false","false","-8.8545","53.5244","45","20241003rnuckprbfre69kyhyyguw31uhh","2024-10-03T01:45:00+00:00","1000013318","2024-10-03T01:45:20.5563284+00:00","1","12578118760"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T02:00:00+00:00","2024-10-03T02:00:00+00:00","1","true","true","1","WeatherLink","319","91.7","1.06","0.4738616145269878","48.9","9.388888888888888","47.6","8.666666666666668","0","0","0","0","29.977","1015.13783053","46.6","8.111111111111112","false","false","-8.8545","53.5244","45","20241003ez3jq9hbfce69kyhyyguw31uhh","2024-10-03T02:00:00+00:00","1000013318","2024-10-03T02:00:35.4347006+00:00","1","12578133305"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T02:15:00+00:00","2024-10-03T02:15:00+00:00","1","true","true","1","WeatherLink","34","92.2","1.93","0.8627857698463078","49","9.444444444444445","47.8","8.777777777777777","0","0","0","0","29.973","1015.0023749699999","46.8","8.22222222222222","false","false","-8.8545","53.5244","45","20241003kxdsdyhbfwe69kyhyyguw31uhh","2024-10-03T02:15:00+00:00","1000013318","2024-10-03T02:15:20.6174699+00:00","1","12578148115"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T02:45:00+00:00","2024-10-03T02:45:00+00:00","1","true","true","1","WeatherLink","16","92.4","0.37","0.16540452582545798","49.7","9.833333333333334","48.5","9.166666666666666","0","0","0","0","29.966","1014.76532774","47.6","8.666666666666668","false","false","-8.8545","53.5244","45","20241003ohnezghbgre69kyhyyguw31uhh","2024-10-03T02:45:00+00:00","1000013318","2024-10-03T02:45:20.365867+00:00","1","12578176974"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T03:00:00+00:00","2024-10-03T03:00:00+00:00","1","true","true","1","WeatherLink","328","92","1.62","0.7242035995601134","50","10","48.8","9.333333333333332","0","0","0","0","29.963","1014.6637360699999","47.8","8.777777777777777","false","false","-8.8545","53.5244","45","20241003whf3t9wbgce69kyhyytrtenn4a","2024-10-03T03:00:00+00:00","1000013318","2024-10-03T03:00:37.3895651+00:00","1","12578191946"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T03:15:00+00:00","2024-10-03T03:15:00+00:00","1","true","true","1","WeatherLink","330","91.8","4.12","1.8418017470294241","50.2","10.111111111111112","48.9","9.388888888888888","0","0","0","0","29.961","1014.5960082899999","47.9","8.833333333333332","false","false","-8.8545","53.5244","45","20241003zgrgxywbgwe69kyhyytrtenn4a","2024-10-03T03:15:00+00:00","1000013318","2024-10-03T03:15:23.4311448+00:00","1","12578206399"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T03:30:00+00:00","2024-10-03T03:30:00+00:00","1","true","true","1","WeatherLink","356","91.4","3.37","1.5065223027886308","50.5","10.277777777777777","49.1","9.5","0","0","0","0","29.955","1014.3928249499999","48.1","8.944444444444445","false","false","-8.8545","53.5244","45","202410034mhfa7wbghe69kyhyytrtenn4a","2024-10-03T03:30:00+00:00","1000013318","2024-10-03T03:30:24.8982355+00:00","1","12578220785"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T03:45:00+00:00","2024-10-03T03:45:00+00:00","1","true","true","1","WeatherLink","333","91.2","1.37","0.6124437848131823","50.6","10.333333333333334","49.2","9.555555555555557","0","0","0","0","29.952","1014.29123328","48.1","8.944444444444445","false","false","-8.8545","53.5244","45","20241003h3q5g8hb8re69kyhyyguw31uhh","2024-10-03T03:45:00+00:00","1000013318","2024-10-03T03:45:20.9638827+00:00","1","12578235087"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T04:00:00+00:00","2024-10-03T04:00:00+00:00","1","true","true","1","WeatherLink","44","91","1.31","0.5856214292739188","50.8","10.444444444444443","49.4","9.666666666666666","0","0","0","0","29.946","1014.08804994","48.3","9.055555555555554","false","false","-8.8545","53.5244","45","20241003bc6m6prb8oe69kyhyyguw31uhh","2024-10-03T04:00:00+00:00","1000013318","2024-10-03T04:00:37.9107512+00:00","1","12578250032"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T04:15:00+00:00","2024-10-03T04:15:00+00:00","1","true","true","1","WeatherLink","347","90.9","2.18","0.974545584593239","50.9","10.499999999999998","49.4","9.666666666666666","0","0","0","0","29.946","1014.08804994","48.3","9.055555555555554","false","false","-8.8545","53.5244","45","20241003dgpwuacb8ae69kyhyyguw31uhh","2024-10-03T04:15:00+00:00","1000013318","2024-10-03T04:15:21.3712732+00:00","1","12578264756"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T04:30:00+00:00","2024-10-03T04:30:00+00:00","1","true","true","1","WeatherLink","279","90.4","1.5","0.6705588884815864","51.2","10.666666666666668","49.6","9.777777777777779","0","0","0","0","29.948","1014.15577772","48.5","9.166666666666666","false","false","-8.8545","53.5244","45","20241003865rqyrbeye69kyhyyguw31uhh","2024-10-03T04:30:00+00:00","1000013318","2024-10-03T04:30:46.4356834+00:00","1","12578279967"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T04:45:00+00:00","2024-10-03T04:45:00+00:00","1","true","true","1","WeatherLink","50","90","1.43","0.6392661403524457","51.3","10.72222222222222","49.7","9.833333333333334","0","0","0","0","29.953","1014.3250971699999","48.5","9.166666666666666","false","false","-8.8545","53.5244","45","20241003jt9fsmhbeee69kyhyytrtenn4a","2024-10-03T04:45:00+00:00","1000013318","2024-10-03T04:45:23.4042424+00:00","1","12578293471"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T05:00:00+00:00","2024-10-03T05:00:00+00:00","1","true","true","1","WeatherLink","17","89.7","1.81","0.809141058767781","51.4","10.777777777777777","49.7","9.833333333333334","0","0","0","0","29.949","1014.18964161","48.5","9.166666666666666","false","false","-8.8545","53.5244","45","20241003pq73c9cbeoe69kyhyytrtenn4a","2024-10-03T05:00:00+00:00","1000013318","2024-10-03T05:00:43.183461+00:00","1","12578308656"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T05:15:00+00:00","2024-10-03T05:15:00+00:00","1","true","true","1","WeatherLink","73","89.4","1.5","0.6705588884815864","51.4","10.777777777777777","49.7","9.833333333333334","0","0","0","0","29.953","1014.3250971699999","48.4","9.11111111111111","false","false","-8.8545","53.5244","45","20241003xnf9hacbeae69kyhyytrtenn4a","2024-10-03T05:15:00+00:00","1000013318","2024-10-03T05:15:21.1128564+00:00","1","12578323025"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T05:30:00+00:00","2024-10-03T05:30:00+00:00","1","true","true","1","WeatherLink","4","89.2","5","2.2351962949386213","51.5","10.833333333333334","49.7","9.833333333333334","0","0","0","0","29.947","1014.1219138299999","48.4","9.11111111111111","false","false","-8.8545","53.5244","45","2024100319c4y8hbjye69kyhyyguw31uhh","2024-10-03T05:30:00+00:00","1000013318","2024-10-03T05:30:28.1869059+00:00","1","12578337733"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T05:45:00+00:00","2024-10-03T05:45:00+00:00","1","true","true","1","WeatherLink","26","89","2.87","1.2830026732947688","51.5","10.833333333333334","49.7","9.833333333333334","0","0","0","0","29.946","1014.08804994","48.4","9.11111111111111","false","false","-8.8545","53.5244","45","20241003iknomcwbjee69kyhyyguw31uhh","2024-10-03T05:45:00+00:00","1000013318","2024-10-03T05:45:21.6901744+00:00","1","12578351891"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T06:00:00+00:00","2024-10-03T06:00:00+00:00","1","true","true","1","WeatherLink","34","88.8","3","1.3411177769631728","51.5","10.833333333333334","49.6","9.777777777777779","0","0","0","0","29.951","1014.25736939","48.3","9.055555555555554","false","false","-8.8545","53.5244","45","20241003azwujthbjoe69kyhyyguw31uhh","2024-10-03T06:00:00+00:00","1000013318","2024-10-03T06:00:26.4980528+00:00","1","12578366167"
"f2d42aea-f516-ec11-b76a-0003ff599499","2024-10-03T06:15:00+00:00","2024-10-03T06:15:00+00:00","1","true","true","1","WeatherLink","53","88.8","0.62","0.27716434057238903","51.5","10.833333333333334","49.6","9.777777777777779","0","0","0","0","29.963","1014.6637360699999","48.3","9.055555555555554","false","false","-8.8545","53.5244","45","202410035fg58qcbjae69kyhyyguw31uhh","2024-10-03T06:15:00+00:00","1000013318","2024-10-03T06:15:19.8080759+00:00","1","12578381391"
